262.514, 130.364, 8.344, 11.210 False
262.236, 130.352, 8.344, 11.243 False
261.959, 130.339, 8.344, 11.276 False
261.681, 130.326, 8.343, 11.309 False
261.403, 130.313, 8.343, 11.342 False
261.125, 130.301, 8.343, 11.375 False
260.847, 130.288, 8.343, 11.408 False
260.570, 130.275, 8.342, 11.441 False
260.292, 130.262, 8.342, 11.474 False
260.014, 130.249, 8.342, 11.507 False
259.736, 130.236, 8.342, 11.540 False
259.459, 130.223, 8.342, 11.573 False
259.181, 130.210, 8.341, 11.606 False
258.903, 130.197, 8.341, 11.639 False
258.625, 130.184, 8.341, 11.672 False
258.348, 130.170, 8.341, 11.705 False
258.070, 130.157, 8.341, 11.738 False
257.792, 130.144, 8.340, 11.771 False
257.514, 130.131, 8.340, 11.804 False
257.237, 130.118, 8.340, 11.837 False
256.959, 130.105, 8.340, 11.870 False
256.681, 130.092, 8.340, 11.903 False
256.404, 130.079, 8.340, 11.936 False
256.126, 130.066, 8.339, 11.969 False
255.848, 130.053, 8.339, 12.002 False
255.571, 130.040, 8.339, 12.035 False
255.293, 130.027, 8.339, 12.068 False
255.015, 130.014, 8.339, 12.101 False
254.738, 130.001, 8.339, 12.134 False
254.460, 129.988, 8.339, 12.167 False
254.182, 129.975, 8.338, 12.200 False
253.905, 129.962, 8.338, 12.233 False
253.627, 129.949, 8.338, 12.266 False
253.349, 129.937, 8.338, 12.299 False
253.072, 129.924, 8.338, 12.332 False
252.794, 129.911, 8.338, 12.365 False
252.516, 129.899, 8.338, 12.398 False
252.239, 129.886, 8.338, 12.431 False
251.961, 129.874, 8.337, 12.464 False
251.684, 129.861, 8.337, 12.497 False
251.406, 129.849, 8.337, 12.530 False
251.128, 129.837, 8.337, 12.563 False
250.851, 129.825, 8.337, 12.596 False
250.573, 129.812, 8.337, 12.629 False
250.295, 129.800, 8.337, 12.662 False
250.018, 129.788, 8.337, 12.695 False
249.740, 129.776, 8.337, 12.728 False
249.463, 129.764, 8.337, 12.761 False
249.185, 129.753, 8.336, 12.794 False
248.907, 129.742, 8.336, 12.827 False
248.630, 129.730, 8.336, 12.860 False
248.352, 129.719, 8.336, 12.893 False
248.074, 129.708, 8.336, 12.926 False
247.797, 129.698, 8.336, 12.959 False
247.519, 129.687, 8.336, 12.992 False
247.241, 129.676, 8.336, 13.025 False
246.964, 129.665, 8.336, 13.058 False
246.686, 129.655, 8.336, 13.091 False
246.408, 129.644, 8.336, 13.124 False
246.131, 129.634, 8.336, 13.157 False
245.853, 129.623, 8.336, 13.190 False
245.575, 129.613, 8.336, 13.223 False
245.298, 129.603, 8.335, 13.256 False
245.020, 129.593, 8.335, 13.289 False
244.742, 129.583, 8.335, 13.322 False
244.465, 129.574, 8.335, 13.355 False
244.187, 129.564, 8.335, 13.388 False
243.909, 129.554, 8.335, 13.421 False
243.632, 129.545, 8.335, 13.454 False
243.354, 129.535, 8.335, 13.487 False
243.076, 129.526, 8.335, 13.520 False
242.799, 129.517, 8.335, 13.553 False
242.521, 129.508, 8.335, 13.586 False
242.243, 129.499, 8.335, 13.619 False
241.966, 129.490, 8.335, 13.652 False
241.688, 129.481, 8.335, 13.685 False
241.410, 129.473, 8.335, 13.718 False
241.133, 129.464, 8.335, 13.751 False
240.855, 129.456, 8.335, 13.784 False
240.577, 129.447, 8.335, 13.817 False
240.299, 129.439, 8.335, 13.850 False
240.022, 129.431, 8.335, 13.883 False
239.744, 129.423, 8.334, 13.916 False
239.466, 129.415, 8.334, 13.949 False
239.189, 129.407, 8.334, 13.982 False
238.911, 129.400, 8.334, 14.015 False
238.633, 129.392, 8.334, 14.048 False
238.356, 129.385, 8.334, 14.081 False
238.078, 129.377, 8.334, 14.114 False
237.800, 129.370, 8.334, 14.147 False
237.522, 129.363, 8.334, 14.180 False
237.245, 129.356, 8.334, 14.213 False
236.967, 129.349, 8.334, 14.246 False
236.689, 129.343, 8.334, 14.279 False
236.411, 129.336, 8.334, 14.312 False
236.134, 129.330, 8.334, 14.345 False
235.856, 129.324, 8.334, 14.378 False
