-182.898, 78.062, 1.888,  1.765
-182.877, 78.003, 1.892,  1.798
-182.856, 77.943, 1.896,  1.831
-182.836, 77.884, 1.901,  1.864
-182.815, 77.824, 1.905,  1.897
-182.795, 77.763, 1.909,  1.930
-182.775, 77.703, 1.913,  1.963
-182.755, 77.642, 1.917,  1.996
-182.735, 77.581, 1.921,  2.029
-182.716, 77.520, 1.925,  2.062
-182.696, 77.459, 1.929,  2.095
-182.677, 77.397, 1.933,  2.128
-182.659, 77.336, 1.938,  2.161
-182.640, 77.274, 1.943,  2.194
-182.621, 77.211, 1.946,  2.227
-182.603, 77.149, 1.950,  2.260
-182.585, 77.087, 1.954,  2.293
-182.567, 77.024, 1.959,  2.326
-182.550, 76.961, 1.963,  2.359
-182.532, 76.897, 1.967,  2.392
-182.515, 76.834, 1.971,  2.425
-182.498, 76.770, 1.976,  2.458
-182.481, 76.707, 1.981,  2.491
-182.465, 76.642, 1.985,  2.524
-182.449, 76.578, 1.989,  2.557
-182.432, 76.514, 1.993,  2.590
-182.417, 76.449, 1.998,  2.623
-182.401, 76.384, 2.003,  2.656
-182.385, 76.319, 2.007,  2.689
-182.370, 76.254, 2.012,  2.722
-182.355, 76.188, 2.017,  2.755
-182.340, 76.122, 2.022,  2.788
-182.325, 76.056, 2.027,  2.821
-182.311, 75.990, 2.031,  2.854
-182.297, 75.924, 2.037,  2.887
-182.283, 75.857, 2.042,  2.920
-182.269, 75.790, 2.047,  2.953
-182.255, 75.723, 2.052,  2.986
-182.242, 75.656, 2.057,  3.019
-182.228, 75.588, 2.062,  3.052
-182.215, 75.520, 2.067,  3.085
-182.202, 75.452, 2.072,  3.118
-182.190, 75.384, 2.078,  3.151
-182.177, 75.316, 2.083,  3.184
-182.165, 75.247, 2.089,  3.217
-182.153, 75.179, 2.094,  3.250
-182.141, 75.110, 2.099,  3.283
-182.129, 75.040, 2.104,  3.316
-182.118, 74.971, 2.111,  3.349
-182.106, 74.901, 2.117,  3.382
-182.095, 74.831, 2.122,  3.415
-182.084, 74.761, 2.127,  3.448
-182.073, 74.691, 2.133,  3.481
-182.062, 74.620, 2.139,  3.514
-182.052, 74.549, 2.145,  3.547
-182.042, 74.478, 2.151,  3.580
-182.032, 74.407, 2.158,  3.613
-182.022, 74.336, 2.164,  3.646
-182.012, 74.264, 2.169,  3.679
-182.002, 74.192, 2.175,  3.712
-181.993, 74.120, 2.181,  3.745
-181.983, 74.047, 2.188,  3.778
-181.974, 73.975, 2.194,  3.811
-181.965, 73.902, 2.199,  3.844
-181.956, 73.829, 2.206,  3.877
-181.947, 73.756, 2.213,  3.910
-181.939, 73.682, 2.219,  3.943
-181.931, 73.608, 2.225,  3.976
-181.922, 73.534, 2.232,  4.009
-181.914, 73.460, 2.239,  4.042
-181.906, 73.386, 2.245,  4.075
-181.898, 73.311, 2.251,  4.108
-181.891, 73.236, 2.257,  4.141
-181.883, 73.161, 2.264,  4.174
-181.876, 73.086, 2.271,  4.207
-181.868, 73.010, 2.278,  4.240
-181.861, 72.934, 2.284,  4.273
-181.854, 72.858, 2.292,  4.306
-181.847, 72.782, 2.299,  4.339
-181.841, 72.705, 2.305,  4.372
-181.834, 72.629, 2.312,  4.405
-181.827, 72.552, 2.319,  4.438
-181.821, 72.474, 2.326,  4.471
-181.815, 72.397, 2.332,  4.504
-181.809, 72.319, 2.339,  4.537
-181.803, 72.241, 2.347,  4.570
-181.797, 72.163, 2.355,  4.603
-181.791, 72.084, 2.362,  4.636
-181.785, 72.005, 2.369,  4.669
-181.780, 71.926, 2.376,  4.702
-181.774, 71.847, 2.384,  4.735
-181.769, 71.768, 2.391,  4.768
-181.763, 71.688, 2.397,  4.801
-181.758, 71.608, 2.405,  4.834
-181.753, 71.528, 2.413,  4.867
-181.748, 71.447, 2.421,  4.900
-181.743, 71.366, 2.427,  4.933
-181.739, 71.285, 2.433,  4.966
-181.734, 71.204, 2.442,  4.999
-181.729, 71.123, 2.450,  5.032
-181.725, 71.041, 2.458,  5.065
-181.721, 70.959, 2.465,  5.098
-181.716, 70.877, 2.473,  5.131
-181.712, 70.794, 2.480,  5.164
-181.708, 70.711, 2.488,  5.197
-181.704, 70.628, 2.497,  5.230
-181.700, 70.545, 2.504,  5.263
-181.696, 70.461, 2.511,  5.296
-181.692, 70.377, 2.520,  5.329
-181.689, 70.293, 2.528,  5.362
-181.685, 70.209, 2.536,  5.395
-181.681, 70.124, 2.544,  5.428
-181.678, 70.039, 2.552,  5.461
-181.674, 69.954, 2.560,  5.494
-181.671, 69.868, 2.568,  5.527
-181.668, 69.783, 2.576,  5.560
-181.665, 69.697, 2.584,  5.593
-181.661, 69.610, 2.592,  5.626
-181.658, 69.524, 2.601,  5.659
-181.655, 69.437, 2.609,  5.692
-181.652, 69.350, 2.617,  5.725
-181.650, 69.262, 2.625,  5.758
-181.647, 69.175, 2.635,  5.791
-181.644, 69.087, 2.642,  5.824
-181.641, 68.998, 2.650,  5.857
-181.639, 68.910, 2.659,  5.890
-181.636, 68.821, 2.668,  5.923
-181.634, 68.732, 2.677,  5.956
-181.631, 68.643, 2.685,  5.989
-181.629, 68.553, 2.693,  6.022
-181.626, 68.463, 2.702,  6.055
-181.624, 68.373, 2.711,  6.088
-181.622, 68.282, 2.719,  6.121
-181.620, 68.191, 2.727,  6.154
-181.617, 68.100, 2.738,  6.187
-181.615, 68.009, 2.747,  6.220
-181.613, 67.917, 2.754,  6.253
-181.611, 67.825, 2.763,  6.286
-181.609, 67.732, 2.773,  6.319
-181.607, 67.640, 2.782,  6.352
-181.605, 67.547, 2.791,  6.385
-181.604, 67.454, 2.799,  6.418
-181.602, 67.360, 2.809,  6.451
-181.600, 67.266, 2.818,  6.484
-181.598, 67.172, 2.826,  6.517
-181.597, 67.078, 2.836,  6.550
-181.595, 66.983, 2.846,  6.583
-181.593, 66.888, 2.855,  6.616
-181.592, 66.792, 2.864,  6.649
-181.590, 66.697, 2.873,  6.682
-181.589, 66.601, 2.883,  6.715
-181.587, 66.504, 2.892,  6.748
-181.586, 66.408, 2.902,  6.781
-181.585, 66.311, 2.911,  6.814
-181.583, 66.214, 2.920,  6.847
-181.582, 66.116, 2.930,  6.880
-181.581, 66.018, 2.940,  6.913
-181.579, 65.920, 2.950,  6.946
-181.578, 65.821, 2.959,  6.979
-181.577, 65.722, 2.968,  7.012
-181.576, 65.623, 2.977,  7.045
-181.574, 65.524, 2.987,  7.078
-181.573, 65.424, 2.998,  7.111
-181.572, 65.324, 3.007,  7.144
-181.571, 65.223, 3.017,  7.177
-181.570, 65.122, 3.027,  7.210
-181.569, 65.021, 3.038,  7.243
-181.568, 64.920, 3.048,  7.276
-181.567, 64.818, 3.057,  7.309
-181.566, 64.716, 3.067,  7.342
-181.565, 64.613, 3.078,  7.375
-181.564, 64.510, 3.088,  7.408
-181.563, 64.407, 3.098,  7.441
-181.563, 64.304, 3.107,  7.474
-181.562, 64.200, 3.118,  7.507
-181.561, 64.096, 3.129,  7.540
-181.560, 63.991, 3.139,  7.573
-181.559, 63.886, 3.149,  7.606
-181.558, 63.781, 3.160,  7.639
-181.558, 63.675, 3.170,  7.672
-181.557, 63.570, 3.180,  7.705
-181.556, 63.463, 3.191,  7.738
-181.556, 63.357, 3.201,  7.771
-181.555, 63.250, 3.212,  7.804
-181.554, 63.142, 3.223,  7.837
-181.554, 63.035, 3.234,  7.870
-181.553, 62.927, 3.244,  7.903
-181.552, 62.818, 3.255,  7.936
-181.552, 62.709, 3.266,  7.969
-181.551, 62.600, 3.276,  8.002
-181.550, 62.491, 3.286,  8.035
-181.550, 62.381, 3.298,  8.068
-181.549, 62.271, 3.309,  8.101
-181.549, 62.160, 3.319,  8.134
-181.548, 62.049, 3.331,  8.167
-181.548, 61.938, 3.342,  8.200
-181.547, 61.826, 3.353,  8.233
-181.547, 61.714, 3.363,  8.266
-181.546, 61.602, 3.375,  8.299
-181.546, 61.489, 3.387,  8.332
-181.545, 61.376, 3.398,  8.365
-181.545, 61.262, 3.408,  8.398
-181.544, 61.148, 3.420,  8.431
-181.544, 61.034, 3.432,  8.464
-181.543, 60.919, 3.443,  8.497
-181.543, 60.804, 3.454,  8.530
-181.543, 60.689, 3.466,  8.563
-181.542, 60.573, 3.477,  8.596
-181.542, 60.457, 3.489,  8.629
-181.541, 60.340, 3.500,  8.662
-181.541, 60.223, 3.512,  8.695
-181.541, 60.106, 3.524,  8.728
-181.540, 59.988, 3.536,  8.761
-181.540, 59.870, 3.546,  8.794
-181.539, 59.752, 3.558,  8.827
-181.539, 59.633, 3.571,  8.860
-181.539, 59.513, 3.583,  8.893
-181.538, 59.394, 3.595,  8.926
-181.538, 59.274, 3.606,  8.959
-181.538, 59.153, 3.618,  8.992
-181.537, 59.032, 3.631,  9.025
-181.537, 58.911, 3.642,  9.058
-181.537, 58.789, 3.654,  9.091
-181.536, 58.667, 3.667,  9.124
-181.536, 58.544, 3.679,  9.157
-181.536, 58.421, 3.691,  9.190
-181.536, 58.298, 3.704,  9.223
-181.535, 58.174, 3.716,  9.256
-181.535, 58.050, 3.728,  9.289
-181.535, 57.926, 3.740,  9.322
-181.534, 57.801, 3.752,  9.355
-181.534, 57.675, 3.765,  9.388
-181.534, 57.549, 3.779,  9.421
-181.534, 57.423, 3.791,  9.454
-181.533, 57.296, 3.803,  9.487
-181.533, 57.169, 3.816,  9.520
-181.533, 57.042, 3.829,  9.553
-181.533, 56.914, 3.841,  9.586
-181.532, 56.786, 3.854,  9.619
-181.532, 56.657, 3.867,  9.652
-181.532, 56.528, 3.880,  9.685
-181.532, 56.398, 3.893,  9.718
-181.531, 56.268, 3.905,  9.751
-181.531, 56.137, 3.918,  9.784
-181.531, 56.006, 3.931,  9.817
-181.531, 55.875, 3.945,  9.850
-181.530, 55.743, 3.958,  9.883
-181.530, 55.611, 3.971,  9.916
-181.530, 55.478, 3.983,  9.949
-181.530, 55.345, 3.997,  9.982
-181.530, 55.212, 4.011, 10.015
-181.529, 55.078, 4.024, 10.048
-181.529, 54.943, 4.036, 10.081
-181.529, 54.808, 4.050, 10.114
-181.529, 54.673, 4.064, 10.147
-181.528, 54.537, 4.077, 10.180
-181.528, 54.401, 4.090, 10.213
-181.528, 54.264, 4.104, 10.246
-181.528, 54.127, 4.118, 10.279
-181.528, 53.989, 4.132, 10.312
-181.527, 53.851, 4.144, 10.345
-181.527, 53.713, 4.158, 10.378
-181.527, 53.574, 4.173, 10.411
-181.527, 53.434, 4.187, 10.444
-181.527, 53.295, 4.200, 10.477
-181.526, 53.154, 4.214, 10.510
-181.526, 53.013, 4.228, 10.543
-181.526, 52.872, 4.242, 10.576
-181.526, 52.730, 4.256, 10.609
-181.526, 52.588, 4.269, 10.642
-181.525, 52.445, 4.283, 10.675
-181.525, 52.302, 4.298, 10.708
-181.525, 52.159, 4.312, 10.741
-181.525, 52.015, 4.327, 10.774
-181.525, 51.870, 4.341, 10.807
-181.524, 51.725, 4.355, 10.840
-181.524, 51.579, 4.370, 10.873
-181.524, 51.433, 4.384, 10.906
-181.524, 51.287, 4.399, 10.939
-181.524, 51.140, 4.414, 10.972
-181.523, 50.992, 4.428, 11.005
-181.523, 50.844, 4.442, 11.038
-181.523, 50.696, 4.458, 11.071
-181.523, 50.547, 4.473, 11.104
-181.523, 50.397, 4.487, 11.137
-181.522, 50.248, 4.502, 11.170
-181.522, 50.097, 4.517, 11.203
-181.522, 49.946, 4.532, 11.236
-181.522, 49.795, 4.547, 11.269
-181.522, 49.643, 4.562, 11.302
-181.521, 49.490, 4.577, 11.335
-181.521, 49.337, 4.592, 11.368
-181.521, 49.184, 4.607, 11.401
-181.521, 49.030, 4.623, 11.434
-181.521, 48.875, 4.639, 11.467
-181.521, 48.720, 4.654, 11.500
-181.520, 48.565, 4.669, 11.533
-181.520, 48.409, 4.684, 11.566
-181.520, 48.252, 4.700, 11.599
-181.520, 48.095, 4.716, 11.632
-181.520, 47.938, 4.731, 11.665
-181.519, 47.780, 4.747, 11.698
-181.519, 47.621, 4.763, 11.731
-181.519, 47.462, 4.779, 11.764
-181.519, 47.302, 4.795, 11.797
-181.518, 47.142, 4.811, 11.830
-181.518, 46.981, 4.826, 11.863
-181.518, 46.820, 4.842, 11.896
-181.518, 46.658, 4.859, 11.929
-181.517, 46.496, 4.875, 11.962
-181.517, 46.333, 4.891, 11.995
-181.517, 46.169, 4.907, 12.028
-181.517, 46.005, 4.923, 12.061
-181.517, 45.841, 4.940, 12.094
-181.516, 45.676, 4.956, 12.127
-181.516, 45.510, 4.973, 12.160
-181.516, 45.344, 4.989, 12.193
-181.516, 45.177, 5.006, 12.226
-181.515, 45.010, 5.022, 12.259
-181.515, 44.842, 5.039, 12.292
-181.515, 44.674, 5.056, 12.325
-181.515, 44.505, 5.073, 12.358
-181.514, 44.335, 5.090, 12.391
-181.514, 44.165, 5.105, 12.424
-181.514, 43.995, 5.117, 12.457
-181.514, 43.824, 5.118, 12.490
-181.513, 43.654, 5.110, 12.523
-181.513, 43.484, 5.110, 12.556
-181.513, 43.313, 5.128, 12.589
-181.513, 43.141, 5.162, 12.622
-181.513, 42.968, 5.199, 12.655
-181.512, 42.794, 5.227, 12.688
-181.512, 42.619, 5.243, 12.721
-181.512, 42.444, 5.253, 12.754
-181.512, 42.268, 5.266, 12.787
-181.511, 42.092, 5.286, 12.820
-181.511, 41.916, 5.310, 12.853
-181.511, 41.738, 5.335, 12.886
-181.510, 41.560, 5.355, 12.919
-181.510, 41.381, 5.372, 12.952
-181.510, 41.201, 5.389, 12.985
-181.510, 41.021, 5.408, 13.018
-181.509, 40.840, 5.428, 13.051
-181.509, 40.659, 5.449, 13.084
-181.509, 40.477, 5.468, 13.117
-181.509, 40.294, 5.487, 13.150
-181.508, 40.110, 5.505, 13.183
-181.508, 39.926, 5.524, 13.216
-181.508, 39.742, 5.544, 13.249
-181.507, 39.556, 5.564, 13.282
-181.507, 39.370, 5.583, 13.315
-181.507, 39.184, 5.602, 13.348
-181.507, 38.997, 5.620, 13.381
-181.506, 38.809, 5.640, 13.414
-181.506, 38.620, 5.660, 13.447
-181.506, 38.431, 5.679, 13.480
-181.505, 38.241, 5.698, 13.513
-181.505, 38.051, 5.717, 13.546
-181.505, 37.860, 5.736, 13.579
-181.504, 37.668, 5.756, 13.612
-181.504, 37.475, 5.775, 13.645
-181.504, 37.282, 5.795, 13.678
-181.503, 37.089, 5.814, 13.711
-181.503, 36.894, 5.835, 13.744
-181.503, 36.699, 5.854, 13.777
-181.503, 36.504, 5.874, 13.810
-181.502, 36.307, 5.893, 13.843
-181.502, 36.110, 5.913, 13.876
-181.502, 35.913, 5.933, 13.909
-181.501, 35.714, 5.953, 13.942
-181.501, 35.515, 5.973, 13.975
-181.501, 35.316, 5.993, 14.008
-181.500, 35.115, 6.013, 14.041
-181.500, 34.914, 6.033, 14.074
-181.499, 34.713, 6.054, 14.107
-181.499, 34.510, 6.074, 14.140
-181.499, 34.307, 6.095, 14.173
-181.498, 34.104, 6.115, 14.206
-181.498, 33.899, 6.135, 14.239
-181.498, 33.694, 6.156, 14.272
-181.497, 33.488, 6.177, 14.305
-181.497, 33.282, 6.197, 14.338
-181.497, 33.075, 6.218, 14.371
-181.496, 32.867, 6.238, 14.404
-181.496, 32.658, 6.259, 14.437
-181.496, 32.449, 6.281, 14.470
-181.495, 32.239, 6.302, 14.503
-181.495, 32.028, 6.323, 14.536
-181.494, 31.817, 6.343, 14.569
-181.494, 31.605, 6.365, 14.602
-181.494, 31.392, 6.387, 14.635
-181.493, 31.179, 6.408, 14.668
-181.493, 30.965, 6.430, 14.701
-181.492, 30.750, 6.451, 14.734
-181.492, 30.534, 6.472, 14.767
-181.492, 30.318, 6.494, 14.800
-181.491, 30.100, 6.517, 14.833
-181.491, 29.883, 6.538, 14.866
-181.490, 29.664, 6.559, 14.899
-181.490, 29.445, 6.581, 14.932
-181.489, 29.225, 6.603, 14.965
-181.489, 29.004, 6.625, 14.998
-181.489, 28.783, 6.648, 15.031
-181.488, 28.560, 6.671, 15.064
-181.488, 28.337, 6.693, 15.097
-181.487, 28.114, 6.714, 15.130
-181.487, 27.889, 6.737, 15.163
-181.486, 27.664, 6.760, 15.196
-181.486, 27.438, 6.783, 15.229
-181.485, 27.211, 6.805, 15.262
-181.485, 26.984, 6.827, 15.295
-181.484, 26.756, 6.849, 15.328
-181.484, 26.527, 6.872, 15.361
-181.483, 26.297, 6.896, 15.394
-181.483, 26.067, 6.919, 15.427
-181.483, 25.835, 6.942, 15.460
-181.482, 25.603, 6.964, 15.493
-181.482, 25.371, 6.988, 15.526
-181.481, 25.137, 7.012, 15.559
-181.480, 24.903, 7.035, 15.592
-181.480, 24.668, 7.058, 15.625
-181.479, 24.432, 7.081, 15.658
-181.479, 24.195, 7.105, 15.691
-181.478, 23.957, 7.128, 15.724
-181.478, 23.719, 7.152, 15.757
-181.477, 23.480, 7.176, 15.790
-181.477, 23.240, 7.200, 15.823
-181.476, 23.000, 7.224, 15.856
-181.476, 22.758, 7.248, 15.889
-181.475, 22.516, 7.272, 15.922
-181.475, 22.273, 7.296, 15.955
-181.474, 22.029, 7.321, 15.988
-181.474, 21.784, 7.346, 16.021
-181.473, 21.539, 7.370, 16.054
-181.472, 21.293, 7.394, 16.087
-181.472, 21.045, 7.419, 16.120
-181.471, 20.797, 7.445, 16.153
-181.471, 20.549, 7.470, 16.186
-181.470, 20.299, 7.494, 16.219
-181.470, 20.049, 7.518, 16.252
-181.469, 19.797, 7.543, 16.285
-181.468, 19.545, 7.568, 16.318
-181.468, 19.292, 7.594, 16.351
-181.467, 19.039, 7.619, 16.384
-181.467, 18.784, 7.643, 16.417
-181.466, 18.529, 7.669, 16.450
-181.465, 18.272, 7.695, 16.483
-181.465, 18.015, 7.721, 16.516
-181.464, 17.757, 7.747, 16.549
-181.463, 17.498, 7.772, 16.582
-181.463, 17.238, 7.797, 16.615
-181.462, 16.978, 7.823, 16.648
-181.461, 16.716, 7.850, 16.681
-181.461, 16.454, 7.877, 16.714
-181.460, 16.191, 7.902, 16.747
-181.459, 15.927, 7.928, 16.780
-181.459, 15.662, 7.954, 16.813
-181.458, 15.396, 7.982, 16.846
-181.457, 15.129, 8.008, 16.879
-181.457, 14.862, 8.034, 16.912
-181.456, 14.593, 8.060, 16.945
-181.455, 14.324, 8.088, 16.978
-181.455, 14.054, 8.115, 17.011
-181.454, 13.782, 8.143, 17.044
-181.453, 13.510, 8.170, 17.077
-181.452, 13.237, 8.197, 17.110
-181.452, 12.963, 8.224, 17.143
-181.451, 12.689, 8.251, 17.176
-181.450, 12.413, 8.279, 17.209
-181.449, 12.136, 8.307, 17.242
-181.449, 11.859, 8.335, 17.275
-181.448, 11.580, 8.362, 17.308
-181.447, 11.301, 8.389, 17.341
-181.446, 11.020, 8.417, 17.374
-181.445, 10.739, 8.446, 17.407
-181.445, 10.457, 8.475, 17.440
-181.444, 10.173, 8.503, 17.473
-181.443, 9.889, 8.531, 17.506
-181.442, 9.604, 8.559, 17.539
-181.441, 9.318, 8.588, 17.572
-181.441, 9.031, 8.617, 17.605
-181.440, 8.743, 8.646, 17.638
-181.439, 8.454, 8.674, 17.671
-181.438, 8.164, 8.702, 17.704
-181.437, 7.874, 8.732, 17.737
-181.436, 7.582, 8.762, 17.770
-181.436, 7.289, 8.792, 17.803
-181.435, 6.995, 8.821, 17.836
-181.434, 6.700, 8.849, 17.869
-181.433, 6.405, 8.879, 17.902
-181.432, 6.108, 8.909, 17.935
-181.431, 5.810, 8.939, 17.968
-181.430, 5.512, 8.969, 18.001
-181.429, 5.212, 8.999, 18.034
-181.428, 4.911, 9.029, 18.067
-181.427, 4.609, 9.059, 18.100
-181.426, 4.307, 9.089, 18.133
-181.426, 4.003, 9.119, 18.166
-181.425, 3.698, 9.149, 18.199
-181.424, 3.392, 9.180, 18.232
-181.423, 3.086, 9.211, 18.265
-181.422, 2.778, 9.242, 18.298
-181.421, 2.469, 9.273, 18.331
-181.420, 2.159, 9.304, 18.364
-181.419, 1.848, 9.335, 18.397
-181.418, 1.536, 9.366, 18.430
-181.417, 1.223, 9.397, 18.463
-181.416, 0.909, 9.428, 18.496
-181.415, 0.594, 9.460, 18.529
-181.414, 0.278, 9.492, 18.562
-181.413, -0.039, 9.523, 18.595
-181.411, -0.357, 9.555, 18.628
-181.410, -0.677, 9.587, 18.661
-181.409, -0.997, 9.620, 18.694
-181.408, -1.319, 9.652, 18.727
-181.407, -1.641, 9.684, 18.760
-181.406, -1.965, 9.716, 18.793
-181.405, -2.289, 9.748, 18.826
-181.404, -2.615, 9.780, 18.859
-181.403, -2.942, 9.814, 18.892
-181.402, -3.270, 9.847, 18.925
-181.400, -3.599, 9.880, 18.958
-181.399, -3.929, 9.912, 18.991
-181.398, -4.260, 9.944, 19.024
-181.397, -4.593, 9.978, 19.057
-181.396, -4.926, 10.012, 19.090
-181.395, -5.261, 10.046, 19.123
-181.393, -5.597, 10.079, 19.156
-181.392, -5.933, 10.112, 19.189
-181.391, -6.271, 10.146, 19.222
-181.390, -6.610, 10.180, 19.255
-181.389, -6.951, 10.215, 19.288
-181.387, -7.292, 10.250, 19.321
-181.386, -7.634, 10.283, 19.354
-181.385, -7.978, 10.317, 19.387
-181.384, -8.323, 10.351, 19.420
-181.382, -8.669, 10.386, 19.453
-181.381, -9.016, 10.421, 19.486
-181.380, -9.364, 10.457, 19.519
-181.378, -9.714, 10.491, 19.552
-181.377, -10.064, 10.525, 19.585
-181.376, -10.416, 10.560, 19.618
-181.374, -10.769, 10.596, 19.651
-181.373, -11.123, 10.632, 19.684
-181.372, -11.478, 10.668, 19.717
-181.370, -11.835, 10.703, 19.750
-181.369, -12.192, 10.739, 19.783
-181.368, -12.551, 10.774, 19.816
-181.366, -12.911, 10.810, 19.849
-181.365, -13.273, 10.847, 19.882
-181.363, -13.635, 10.883, 19.915
-181.362, -13.999, 10.919, 19.948
-181.360, -14.364, 10.956, 19.981
-181.359, -14.730, 10.992, 20.014
-181.358, -15.097, 11.029, 20.047
-181.356, -15.466, 11.065, 20.080
-181.355, -15.835, 11.103, 20.113
-181.353, -16.206, 11.141, 20.146
-181.352, -16.579, 11.178, 20.179
-181.350, -16.952, 11.214, 20.212
-181.349, -17.327, 11.252, 20.245
-181.347, -17.703, 11.289, 20.278
-181.345, -18.080, 11.328, 20.311
-181.344, -18.459, 11.366, 20.344
-181.342, -18.839, 11.404, 20.377
-181.341, -19.220, 11.442, 20.410
-181.339, -19.602, 11.480, 20.443
-181.337, -19.986, 11.518, 20.476
-181.336, -20.371, 11.557, 20.509
-181.334, -20.757, 11.596, 20.542
-181.333, -21.144, 11.634, 20.575
-181.331, -21.533, 11.674, 20.608
-181.329, -21.923, 11.713, 20.641
-181.328, -22.315, 11.752, 20.674
-181.326, -22.707, 11.791, 20.707
-181.324, -23.102, 11.830, 20.740
-181.322, -23.497, 11.870, 20.773
-181.321, -23.894, 11.910, 20.806
-181.319, -24.292, 11.950, 20.839
-181.317, -24.691, 11.991, 20.872
-181.315, -25.092, 12.031, 20.905
-181.314, -25.494, 12.071, 20.938
-181.312, -25.897, 12.111, 20.971
-181.310, -26.302, 12.152, 21.004
-181.308, -26.708, 12.193, 21.037
-181.306, -27.115, 12.234, 21.070
-181.304, -27.524, 12.275, 21.103
-181.302, -27.934, 12.316, 21.136
-181.301, -28.346, 12.357, 21.169
-181.299, -28.759, 12.398, 21.202
-181.297, -29.173, 12.440, 21.235
-181.295, -29.589, 12.482, 21.268
-181.293, -30.006, 12.524, 21.301
-181.291, -30.425, 12.566, 21.334
-181.289, -30.845, 12.607, 21.367
-181.287, -31.266, 12.650, 21.400
-181.285, -31.689, 12.693, 21.433
-181.283, -32.113, 12.735, 21.466
-181.281, -32.538, 12.778, 21.499
-181.279, -32.965, 12.821, 21.532
-181.277, -33.394, 12.864, 21.565
-181.275, -33.824, 12.907, 21.598
-181.273, -34.255, 12.950, 21.631
-181.271, -34.688, 12.993, 21.664
-181.269, -35.122, 13.036, 21.697
-181.266, -35.558, 13.080, 21.730
-181.264, -35.995, 13.124, 21.763
-181.262, -36.433, 13.168, 21.796
-181.260, -36.874, 13.212, 21.829
-181.258, -37.315, 13.257, 21.862
-181.256, -37.758, 13.301, 21.895
-181.253, -38.203, 13.345, 21.928
-181.251, -38.649, 13.390, 21.961
-181.249, -39.096, 13.435, 21.994
-181.247, -39.545, 13.480, 22.027
-181.244, -39.995, 13.525, 22.060
-181.242, -40.447, 13.571, 22.093
-181.240, -40.901, 13.616, 22.126
-181.237, -41.356, 13.661, 22.159
-181.235, -41.813, 13.707, 22.192
-181.233, -42.271, 13.754, 22.225
-181.230, -42.730, 13.800, 22.258
-181.228, -43.191, 13.846, 22.291
-181.225, -43.654, 13.892, 22.324
-181.223, -44.118, 13.938, 22.357
-181.220, -44.584, 13.985, 22.390
-181.218, -45.051, 14.032, 22.423
-181.215, -45.520, 14.080, 22.456
-181.213, -45.991, 14.127, 22.489
-181.210, -46.463, 14.173, 22.522
-181.208, -46.937, 14.220, 22.555
-181.205, -47.412, 14.268, 22.588
-181.203, -47.889, 14.316, 22.621
-181.200, -48.367, 14.364, 22.654
-181.197, -48.847, 14.412, 22.687
-181.195, -49.329, 14.459, 22.720
-181.192, -49.812, 14.508, 22.753
-181.189, -50.297, 14.557, 22.786
-181.187, -50.783, 14.607, 22.819
-181.184, -51.271, 14.656, 22.852
-181.181, -51.761, 14.704, 22.885
-181.179, -52.253, 14.753, 22.918
-181.176, -52.746, 14.803, 22.951
-181.173, -53.240, 14.852, 22.984
-181.170, -53.737, 14.902, 23.017
-181.167, -54.235, 14.952, 23.050
